"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03622V04362","Country","C02293V02763","Direction","UNIT","VALUE"
"ASA03","Air and Sea Travel","2013","2013","MT","Malta","1","Arrivals","Thousand","29.8"
"ASA03","Air and Sea Travel","2013","2013","MT","Malta","2","Departures","Thousand","29.8"
"ASA03","Air and Sea Travel","2013","2013","NL","Netherlands","1","Arrivals","Thousand","401.5"
"ASA03","Air and Sea Travel","2013","2013","NL","Netherlands","2","Departures","Thousand","405.2"
"ASA03","Air and Sea Travel","2013","2013","NO","Norway","1","Arrivals","Thousand","63.7"
"ASA03","Air and Sea Travel","2013","2013","NO","Norway","2","Departures","Thousand","66.6"
"ASA03","Air and Sea Travel","2013","2013","PL","Poland","1","Arrivals","Thousand","468.9"
"ASA03","Air and Sea Travel","2013","2013","PL","Poland","2","Departures","Thousand","459.2"
"ASA03","Air and Sea Travel","2013","2013","PT","Portugal","1","Arrivals","Thousand","343.1"
"ASA03","Air and Sea Travel","2013","2013","PT","Portugal","2","Departures","Thousand","340.5"
"ASA03","Air and Sea Travel","2013","2013","QA","Qatar","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2013","2013","QA","Qatar","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2013","2013","RO","Romania","1","Arrivals","Thousand","38.8"
"ASA03","Air and Sea Travel","2013","2013","RO","Romania","2","Departures","Thousand","35.8"
"ASA03","Air and Sea Travel","2013","2013","SE","Sweden","1","Arrivals","Thousand","74.9"
"ASA03","Air and Sea Travel","2013","2013","SE","Sweden","2","Departures","Thousand","75.5"
"ASA03","Air and Sea Travel","2013","2013","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2013","2013","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2013","2013","SK","Slovakia","1","Arrivals","Thousand","49.9"
"ASA03","Air and Sea Travel","2013","2013","SK","Slovakia","2","Departures","Thousand","48.3"
"ASA03","Air and Sea Travel","2013","2013","TR","Turkey","1","Arrivals","Thousand","112.8"
"ASA03","Air and Sea Travel","2013","2013","TR","Turkey","2","Departures","Thousand","112.7"
"ASA03","Air and Sea Travel","2013","2013","US","United States","1","Arrivals","Thousand","1038.3"
"ASA03","Air and Sea Travel","2013","2013","US","United States","2","Departures","Thousand","1050.7"
"ASA03","Air and Sea Travel","2013","2013","XB","Great Britain","1","Arrivals","Thousand","5987.8"
"ASA03","Air and Sea Travel","2013","2013","XB","Great Britain","2","Departures","Thousand","6024.5"
"ASA03","Air and Sea Travel","2013","2013","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","5"
"ASA03","Air and Sea Travel","2013","2013","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","5.1"
"ASA03","Air and Sea Travel","2013","2013","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","17.3"
"ASA03","Air and Sea Travel","2013","2013","ZZZ11","Other Countries(43)","2","Departures","Thousand","17.4"
"ASA03","Air and Sea Travel","2013","2013","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2013","2013","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","0.1"
"ASA03","Air and Sea Travel","2014","2014","-","All countries","1","Arrivals","Thousand","14546.8"
"ASA03","Air and Sea Travel","2014","2014","-","All countries","2","Departures","Thousand","14570.5"
"ASA03","Air and Sea Travel","2014","2014","AE","United Arab Emirates","1","Arrivals","Thousand","295.7"
"ASA03","Air and Sea Travel","2014","2014","AE","United Arab Emirates","2","Departures","Thousand","294.9"
"ASA03","Air and Sea Travel","2014","2014","AT","Austria","1","Arrivals","Thousand","59.4"
"ASA03","Air and Sea Travel","2014","2014","AT","Austria","2","Departures","Thousand","59.8"
"ASA03","Air and Sea Travel","2014","2014","BE","Belgium","1","Arrivals","Thousand","210.1"
"ASA03","Air and Sea Travel","2014","2014","BE","Belgium","2","Departures","Thousand","207.9"
"ASA03","Air and Sea Travel","2014","2014","BG","Bulgaria","1","Arrivals","Thousand","13.8"
"ASA03","Air and Sea Travel","2014","2014","BG","Bulgaria","2","Departures","Thousand","13.9"
"ASA03","Air and Sea Travel","2014","2014","CA","Canada","1","Arrivals","Thousand","115.5"
"ASA03","Air and Sea Travel","2014","2014","CA","Canada","2","Departures","Thousand","123.5"
"ASA03","Air and Sea Travel","2014","2014","CH","Switzerland","1","Arrivals","Thousand","165"
"ASA03","Air and Sea Travel","2014","2014","CH","Switzerland","2","Departures","Thousand","165.4"
"ASA03","Air and Sea Travel","2014","2014","CY","Cyprus","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","CY","Cyprus","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","CZ","Czech Republic","1","Arrivals","Thousand","75.3"
"ASA03","Air and Sea Travel","2014","2014","CZ","Czech Republic","2","Departures","Thousand","76.8"
"ASA03","Air and Sea Travel","2014","2014","DE","Germany","1","Arrivals","Thousand","825"
"ASA03","Air and Sea Travel","2014","2014","DE","Germany","2","Departures","Thousand","825.2"
"ASA03","Air and Sea Travel","2014","2014","DK","Denmark","1","Arrivals","Thousand","137.7"
"ASA03","Air and Sea Travel","2014","2014","DK","Denmark","2","Departures","Thousand","133.2"
"ASA03","Air and Sea Travel","2014","2014","EE","Estonia","1","Arrivals","Thousand","3.1"
"ASA03","Air and Sea Travel","2014","2014","EE","Estonia","2","Departures","Thousand","3"
"ASA03","Air and Sea Travel","2014","2014","ES","Spain","1","Arrivals","Thousand","1541.7"
"ASA03","Air and Sea Travel","2014","2014","ES","Spain","2","Departures","Thousand","1531.3"
"ASA03","Air and Sea Travel","2014","2014","FI","Finland","1","Arrivals","Thousand","11.4"
"ASA03","Air and Sea Travel","2014","2014","FI","Finland","2","Departures","Thousand","10.9"
"ASA03","Air and Sea Travel","2014","2014","FR","France","1","Arrivals","Thousand","1052.3"
"ASA03","Air and Sea Travel","2014","2014","FR","France","2","Departures","Thousand","1060.5"
"ASA03","Air and Sea Travel","2014","2014","GB99","Other UK (1)","1","Arrivals","Thousand","29.3"
"ASA03","Air and Sea Travel","2014","2014","GB99","Other UK (1)","2","Departures","Thousand","28.8"
"ASA03","Air and Sea Travel","2014","2014","GR","Greece","1","Arrivals","Thousand","39.1"
"ASA03","Air and Sea Travel","2014","2014","GR","Greece","2","Departures","Thousand","40.1"
"ASA03","Air and Sea Travel","2014","2014","HR","Croatia","1","Arrivals","Thousand","44.7"
"ASA03","Air and Sea Travel","2014","2014","HR","Croatia","2","Departures","Thousand","43.4"
"ASA03","Air and Sea Travel","2014","2014","HU","Hungary","1","Arrivals","Thousand","91.5"
"ASA03","Air and Sea Travel","2014","2014","HU","Hungary","2","Departures","Thousand","88.2"
"ASA03","Air and Sea Travel","2014","2014","IS","Iceland","1","Arrivals","Thousand","4.4"
"ASA03","Air and Sea Travel","2014","2014","IS","Iceland","2","Departures","Thousand","4.9"
"ASA03","Air and Sea Travel","2014","2014","IT","Italy","1","Arrivals","Thousand","513.7"
"ASA03","Air and Sea Travel","2014","2014","IT","Italy","2","Departures","Thousand","509.1"
"ASA03","Air and Sea Travel","2014","2014","LT","Lithuania","1","Arrivals","Thousand","88.8"
"ASA03","Air and Sea Travel","2014","2014","LT","Lithuania","2","Departures","Thousand","89.7"
"ASA03","Air and Sea Travel","2014","2014","LU","Luxembourg","1","Arrivals","Thousand","9.3"
"ASA03","Air and Sea Travel","2014","2014","LU","Luxembourg","2","Departures","Thousand","9.7"
"ASA03","Air and Sea Travel","2014","2014","LV","Latvia","1","Arrivals","Thousand","57.1"
"ASA03","Air and Sea Travel","2014","2014","LV","Latvia","2","Departures","Thousand","58.3"
"ASA03","Air and Sea Travel","2014","2014","MT","Malta","1","Arrivals","Thousand","30"
"ASA03","Air and Sea Travel","2014","2014","MT","Malta","2","Departures","Thousand","30.1"
"ASA03","Air and Sea Travel","2014","2014","NL","Netherlands","1","Arrivals","Thousand","410.8"
"ASA03","Air and Sea Travel","2014","2014","NL","Netherlands","2","Departures","Thousand","415.6"
"ASA03","Air and Sea Travel","2014","2014","NO","Norway","1","Arrivals","Thousand","69.3"
"ASA03","Air and Sea Travel","2014","2014","NO","Norway","2","Departures","Thousand","71.8"
"ASA03","Air and Sea Travel","2014","2014","PL","Poland","1","Arrivals","Thousand","443.8"
"ASA03","Air and Sea Travel","2014","2014","PL","Poland","2","Departures","Thousand","440.7"
"ASA03","Air and Sea Travel","2014","2014","PT","Portugal","1","Arrivals","Thousand","379.7"
"ASA03","Air and Sea Travel","2014","2014","PT","Portugal","2","Departures","Thousand","378"
"ASA03","Air and Sea Travel","2014","2014","QA","Qatar","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","QA","Qatar","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","RO","Romania","1","Arrivals","Thousand","63.6"
"ASA03","Air and Sea Travel","2014","2014","RO","Romania","2","Departures","Thousand","59.9"
"ASA03","Air and Sea Travel","2014","2014","SE","Sweden","1","Arrivals","Thousand","52.5"
"ASA03","Air and Sea Travel","2014","2014","SE","Sweden","2","Departures","Thousand","53.9"
"ASA03","Air and Sea Travel","2014","2014","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2014","2014","SK","Slovakia","1","Arrivals","Thousand","51"
"ASA03","Air and Sea Travel","2014","2014","SK","Slovakia","2","Departures","Thousand","49.5"
"ASA03","Air and Sea Travel","2014","2014","TR","Turkey","1","Arrivals","Thousand","111.6"
"ASA03","Air and Sea Travel","2014","2014","TR","Turkey","2","Departures","Thousand","112.5"
"ASA03","Air and Sea Travel","2014","2014","US","United States","1","Arrivals","Thousand","1122.9"
"ASA03","Air and Sea Travel","2014","2014","US","United States","2","Departures","Thousand","1136.7"
"ASA03","Air and Sea Travel","2014","2014","XB","Great Britain","1","Arrivals","Thousand","6392.7"
"ASA03","Air and Sea Travel","2014","2014","XB","Great Britain","2","Departures","Thousand","6408.8"
"ASA03","Air and Sea Travel","2014","2014","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","8.9"
"ASA03","Air and Sea Travel","2014","2014","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","7.9"
"ASA03","Air and Sea Travel","2014","2014","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","25.9"
"ASA03","Air and Sea Travel","2014","2014","ZZZ11","Other Countries(43)","2","Departures","Thousand","26.4"
"ASA03","Air and Sea Travel","2014","2014","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2014","2014","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","0.1"
"ASA03","Air and Sea Travel","2015","2015","-","All countries","1","Arrivals","Thousand","16100.3"
"ASA03","Air and Sea Travel","2015","2015","-","All countries","2","Departures","Thousand","16138.5"
"ASA03","Air and Sea Travel","2015","2015","AE","United Arab Emirates","1","Arrivals","Thousand","359.2"
"ASA03","Air and Sea Travel","2015","2015","AE","United Arab Emirates","2","Departures","Thousand","357.8"
"ASA03","Air and Sea Travel","2015","2015","AT","Austria","1","Arrivals","Thousand","60.8"
"ASA03","Air and Sea Travel","2015","2015","AT","Austria","2","Departures","Thousand","60.3"
"ASA03","Air and Sea Travel","2015","2015","BE","Belgium","1","Arrivals","Thousand","270.4"
"ASA03","Air and Sea Travel","2015","2015","BE","Belgium","2","Departures","Thousand","269.3"
"ASA03","Air and Sea Travel","2015","2015","BG","Bulgaria","1","Arrivals","Thousand","15.6"
"ASA03","Air and Sea Travel","2015","2015","BG","Bulgaria","2","Departures","Thousand","15.4"
"ASA03","Air and Sea Travel","2015","2015","CA","Canada","1","Arrivals","Thousand","150.2"
"ASA03","Air and Sea Travel","2015","2015","CA","Canada","2","Departures","Thousand","158.8"
"ASA03","Air and Sea Travel","2015","2015","CH","Switzerland","1","Arrivals","Thousand","195.4"
"ASA03","Air and Sea Travel","2015","2015","CH","Switzerland","2","Departures","Thousand","197"
"ASA03","Air and Sea Travel","2015","2015","CY","Cyprus","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","CY","Cyprus","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","CZ","Czech Republic","1","Arrivals","Thousand","98.9"
"ASA03","Air and Sea Travel","2015","2015","CZ","Czech Republic","2","Departures","Thousand","100"
"ASA03","Air and Sea Travel","2015","2015","DE","Germany","1","Arrivals","Thousand","925.9"
"ASA03","Air and Sea Travel","2015","2015","DE","Germany","2","Departures","Thousand","922"
"ASA03","Air and Sea Travel","2015","2015","DK","Denmark","1","Arrivals","Thousand","158.1"
"ASA03","Air and Sea Travel","2015","2015","DK","Denmark","2","Departures","Thousand","157.9"
"ASA03","Air and Sea Travel","2015","2015","EE","Estonia","1","Arrivals","Thousand","7"
"ASA03","Air and Sea Travel","2015","2015","EE","Estonia","2","Departures","Thousand","6.9"
"ASA03","Air and Sea Travel","2015","2015","ES","Spain","1","Arrivals","Thousand","1713.3"
"ASA03","Air and Sea Travel","2015","2015","ES","Spain","2","Departures","Thousand","1712.5"
"ASA03","Air and Sea Travel","2015","2015","FI","Finland","1","Arrivals","Thousand","30.5"
"ASA03","Air and Sea Travel","2015","2015","FI","Finland","2","Departures","Thousand","31.3"
"ASA03","Air and Sea Travel","2015","2015","FR","France","1","Arrivals","Thousand","1113"
"ASA03","Air and Sea Travel","2015","2015","FR","France","2","Departures","Thousand","1115.4"
"ASA03","Air and Sea Travel","2015","2015","GB99","Other UK (1)","1","Arrivals","Thousand","25.4"
"ASA03","Air and Sea Travel","2015","2015","GB99","Other UK (1)","2","Departures","Thousand","25.4"
"ASA03","Air and Sea Travel","2015","2015","GR","Greece","1","Arrivals","Thousand","44.6"
"ASA03","Air and Sea Travel","2015","2015","GR","Greece","2","Departures","Thousand","45.3"
"ASA03","Air and Sea Travel","2015","2015","HR","Croatia","1","Arrivals","Thousand","50.8"
"ASA03","Air and Sea Travel","2015","2015","HR","Croatia","2","Departures","Thousand","49.1"
"ASA03","Air and Sea Travel","2015","2015","HU","Hungary","1","Arrivals","Thousand","98.9"
"ASA03","Air and Sea Travel","2015","2015","HU","Hungary","2","Departures","Thousand","96.6"
"ASA03","Air and Sea Travel","2015","2015","IS","Iceland","1","Arrivals","Thousand","15.7"
"ASA03","Air and Sea Travel","2015","2015","IS","Iceland","2","Departures","Thousand","16.3"
"ASA03","Air and Sea Travel","2015","2015","IT","Italy","1","Arrivals","Thousand","619.5"
"ASA03","Air and Sea Travel","2015","2015","IT","Italy","2","Departures","Thousand","614.3"
"ASA03","Air and Sea Travel","2015","2015","LT","Lithuania","1","Arrivals","Thousand","88.9"
"ASA03","Air and Sea Travel","2015","2015","LT","Lithuania","2","Departures","Thousand","90.5"
"ASA03","Air and Sea Travel","2015","2015","LU","Luxembourg","1","Arrivals","Thousand","14.3"
"ASA03","Air and Sea Travel","2015","2015","LU","Luxembourg","2","Departures","Thousand","15.1"
"ASA03","Air and Sea Travel","2015","2015","LV","Latvia","1","Arrivals","Thousand","63.1"
"ASA03","Air and Sea Travel","2015","2015","LV","Latvia","2","Departures","Thousand","64.7"
"ASA03","Air and Sea Travel","2015","2015","MT","Malta","1","Arrivals","Thousand","39"
"ASA03","Air and Sea Travel","2015","2015","MT","Malta","2","Departures","Thousand","38.7"
"ASA03","Air and Sea Travel","2015","2015","NL","Netherlands","1","Arrivals","Thousand","451.3"
"ASA03","Air and Sea Travel","2015","2015","NL","Netherlands","2","Departures","Thousand","454.9"
"ASA03","Air and Sea Travel","2015","2015","NO","Norway","1","Arrivals","Thousand","74.5"
"ASA03","Air and Sea Travel","2015","2015","NO","Norway","2","Departures","Thousand","77.7"
"ASA03","Air and Sea Travel","2015","2015","PL","Poland","1","Arrivals","Thousand","488.4"
"ASA03","Air and Sea Travel","2015","2015","PL","Poland","2","Departures","Thousand","488.6"
"ASA03","Air and Sea Travel","2015","2015","PT","Portugal","1","Arrivals","Thousand","417.9"
"ASA03","Air and Sea Travel","2015","2015","PT","Portugal","2","Departures","Thousand","416.3"
"ASA03","Air and Sea Travel","2015","2015","QA","Qatar","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","QA","Qatar","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","RO","Romania","1","Arrivals","Thousand","67.3"
"ASA03","Air and Sea Travel","2015","2015","RO","Romania","2","Departures","Thousand","63.9"
"ASA03","Air and Sea Travel","2015","2015","SE","Sweden","1","Arrivals","Thousand","41.5"
"ASA03","Air and Sea Travel","2015","2015","SE","Sweden","2","Departures","Thousand","43.9"
"ASA03","Air and Sea Travel","2015","2015","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2015","2015","SK","Slovakia","1","Arrivals","Thousand","64.3"
"ASA03","Air and Sea Travel","2015","2015","SK","Slovakia","2","Departures","Thousand","62.8"
"ASA03","Air and Sea Travel","2015","2015","TR","Turkey","1","Arrivals","Thousand","121.7"
"ASA03","Air and Sea Travel","2015","2015","TR","Turkey","2","Departures","Thousand","121.5"
"ASA03","Air and Sea Travel","2015","2015","US","United States","1","Arrivals","Thousand","1225.3"
"ASA03","Air and Sea Travel","2015","2015","US","United States","2","Departures","Thousand","1242.1"
"ASA03","Air and Sea Travel","2015","2015","XB","Great Britain","1","Arrivals","Thousand","6934.9"
"ASA03","Air and Sea Travel","2015","2015","XB","Great Britain","2","Departures","Thousand","6953.8"
"ASA03","Air and Sea Travel","2015","2015","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","14.1"
"ASA03","Air and Sea Travel","2015","2015","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","11.7"
"ASA03","Air and Sea Travel","2015","2015","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","40.5"
"ASA03","Air and Sea Travel","2015","2015","ZZZ11","Other Countries(43)","2","Departures","Thousand","40.4"
"ASA03","Air and Sea Travel","2015","2015","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2015","2015","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","0.4"
"ASA03","Air and Sea Travel","2016","2016","-","All countries","1","Arrivals","Thousand","17532.6"
"ASA03","Air and Sea Travel","2016","2016","-","All countries","2","Departures","Thousand","17608.1"
"ASA03","Air and Sea Travel","2016","2016","AE","United Arab Emirates","1","Arrivals","Thousand","350.6"
"ASA03","Air and Sea Travel","2016","2016","AE","United Arab Emirates","2","Departures","Thousand","349"
"ASA03","Air and Sea Travel","2016","2016","AT","Austria","1","Arrivals","Thousand","65.4"
"ASA03","Air and Sea Travel","2016","2016","AT","Austria","2","Departures","Thousand","66.3"
"ASA03","Air and Sea Travel","2016","2016","BE","Belgium","1","Arrivals","Thousand","252.6"
"ASA03","Air and Sea Travel","2016","2016","BE","Belgium","2","Departures","Thousand","253.1"
"ASA03","Air and Sea Travel","2016","2016","BG","Bulgaria","1","Arrivals","Thousand","22.3"
"ASA03","Air and Sea Travel","2016","2016","BG","Bulgaria","2","Departures","Thousand","22.2"
"ASA03","Air and Sea Travel","2016","2016","CA","Canada","1","Arrivals","Thousand","166.7"
"ASA03","Air and Sea Travel","2016","2016","CA","Canada","2","Departures","Thousand","171.3"
"ASA03","Air and Sea Travel","2016","2016","CH","Switzerland","1","Arrivals","Thousand","213.2"
"ASA03","Air and Sea Travel","2016","2016","CH","Switzerland","2","Departures","Thousand","217.8"
"ASA03","Air and Sea Travel","2016","2016","CY","Cyprus","1","Arrivals","Thousand","2"
"ASA03","Air and Sea Travel","2016","2016","CY","Cyprus","2","Departures","Thousand","2"
"ASA03","Air and Sea Travel","2016","2016","CZ","Czech Republic","1","Arrivals","Thousand","96.2"
"ASA03","Air and Sea Travel","2016","2016","CZ","Czech Republic","2","Departures","Thousand","97.1"
"ASA03","Air and Sea Travel","2016","2016","DE","Germany","1","Arrivals","Thousand","992.9"
"ASA03","Air and Sea Travel","2016","2016","DE","Germany","2","Departures","Thousand","996.2"
"ASA03","Air and Sea Travel","2016","2016","DK","Denmark","1","Arrivals","Thousand","141.5"
"ASA03","Air and Sea Travel","2016","2016","DK","Denmark","2","Departures","Thousand","141.3"
"ASA03","Air and Sea Travel","2016","2016","EE","Estonia","1","Arrivals","Thousand","10.8"
"ASA03","Air and Sea Travel","2016","2016","EE","Estonia","2","Departures","Thousand","11.1"
"ASA03","Air and Sea Travel","2016","2016","ES","Spain","1","Arrivals","Thousand","1966.7"
"ASA03","Air and Sea Travel","2016","2016","ES","Spain","2","Departures","Thousand","1969.1"
"ASA03","Air and Sea Travel","2016","2016","FI","Finland","1","Arrivals","Thousand","46.2"
"ASA03","Air and Sea Travel","2016","2016","FI","Finland","2","Departures","Thousand","47.7"
"ASA03","Air and Sea Travel","2016","2016","FR","France","1","Arrivals","Thousand","1124.9"
"ASA03","Air and Sea Travel","2016","2016","FR","France","2","Departures","Thousand","1131.3"
"ASA03","Air and Sea Travel","2016","2016","GB99","Other UK (1)","1","Arrivals","Thousand","32.9"
"ASA03","Air and Sea Travel","2016","2016","GB99","Other UK (1)","2","Departures","Thousand","33.1"
"ASA03","Air and Sea Travel","2016","2016","GR","Greece","1","Arrivals","Thousand","69"
"ASA03","Air and Sea Travel","2016","2016","GR","Greece","2","Departures","Thousand","69"
"ASA03","Air and Sea Travel","2016","2016","HR","Croatia","1","Arrivals","Thousand","55.1"
"ASA03","Air and Sea Travel","2016","2016","HR","Croatia","2","Departures","Thousand","54.4"
"ASA03","Air and Sea Travel","2016","2016","HU","Hungary","1","Arrivals","Thousand","116.5"
"ASA03","Air and Sea Travel","2016","2016","HU","Hungary","2","Departures","Thousand","114.4"
"ASA03","Air and Sea Travel","2016","2016","IS","Iceland","1","Arrivals","Thousand","39.2"
"ASA03","Air and Sea Travel","2016","2016","IS","Iceland","2","Departures","Thousand","39.2"
"ASA03","Air and Sea Travel","2016","2016","IT","Italy","1","Arrivals","Thousand","652.7"
"ASA03","Air and Sea Travel","2016","2016","IT","Italy","2","Departures","Thousand","648"
"ASA03","Air and Sea Travel","2016","2016","LT","Lithuania","1","Arrivals","Thousand","87.6"
"ASA03","Air and Sea Travel","2016","2016","LT","Lithuania","2","Departures","Thousand","90"
"ASA03","Air and Sea Travel","2016","2016","LU","Luxembourg","1","Arrivals","Thousand","16.6"
"ASA03","Air and Sea Travel","2016","2016","LU","Luxembourg","2","Departures","Thousand","17.4"
"ASA03","Air and Sea Travel","2016","2016","LV","Latvia","1","Arrivals","Thousand","58.4"
"ASA03","Air and Sea Travel","2016","2016","LV","Latvia","2","Departures","Thousand","60"
"ASA03","Air and Sea Travel","2016","2016","MT","Malta","1","Arrivals","Thousand","38.9"
"ASA03","Air and Sea Travel","2016","2016","MT","Malta","2","Departures","Thousand","39.1"
"ASA03","Air and Sea Travel","2016","2016","NL","Netherlands","1","Arrivals","Thousand","615.6"
"ASA03","Air and Sea Travel","2016","2016","NL","Netherlands","2","Departures","Thousand","613.7"
"ASA03","Air and Sea Travel","2016","2016","NO","Norway","1","Arrivals","Thousand","71.8"
"ASA03","Air and Sea Travel","2016","2016","NO","Norway","2","Departures","Thousand","74.1"
"ASA03","Air and Sea Travel","2016","2016","PL","Poland","1","Arrivals","Thousand","527.2"
"ASA03","Air and Sea Travel","2016","2016","PL","Poland","2","Departures","Thousand","529.5"
"ASA03","Air and Sea Travel","2016","2016","PT","Portugal","1","Arrivals","Thousand","483.6"
"ASA03","Air and Sea Travel","2016","2016","PT","Portugal","2","Departures","Thousand","485"
"ASA03","Air and Sea Travel","2016","2016","QA","Qatar","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2016","2016","QA","Qatar","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2016","2016","RO","Romania","1","Arrivals","Thousand","90.1"
"ASA03","Air and Sea Travel","2016","2016","RO","Romania","2","Departures","Thousand","88"
"ASA03","Air and Sea Travel","2016","2016","SE","Sweden","1","Arrivals","Thousand","54.2"
"ASA03","Air and Sea Travel","2016","2016","SE","Sweden","2","Departures","Thousand","55.3"
"ASA03","Air and Sea Travel","2016","2016","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2016","2016","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2016","2016","SK","Slovakia","1","Arrivals","Thousand","67"
"ASA03","Air and Sea Travel","2016","2016","SK","Slovakia","2","Departures","Thousand","66.5"
"ASA03","Air and Sea Travel","2016","2016","TR","Turkey","1","Arrivals","Thousand","96.4"
"ASA03","Air and Sea Travel","2016","2016","TR","Turkey","2","Departures","Thousand","97.5"
"ASA03","Air and Sea Travel","2016","2016","US","United States","1","Arrivals","Thousand","1383.4"
"ASA03","Air and Sea Travel","2016","2016","US","United States","2","Departures","Thousand","1402.7"
"ASA03","Air and Sea Travel","2016","2016","XB","Great Britain","1","Arrivals","Thousand","7464.7"
"ASA03","Air and Sea Travel","2016","2016","XB","Great Britain","2","Departures","Thousand","7498.7"
"ASA03","Air and Sea Travel","2016","2016","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","22.4"
"ASA03","Air and Sea Travel","2016","2016","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","18.9"
"ASA03","Air and Sea Travel","2016","2016","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","34.4"
"ASA03","Air and Sea Travel","2016","2016","ZZZ11","Other Countries(43)","2","Departures","Thousand","34.3"
"ASA03","Air and Sea Travel","2016","2016","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","3.2"
"ASA03","Air and Sea Travel","2016","2016","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","3.8"
"ASA03","Air and Sea Travel","2017","2017","-","All countries","1","Arrivals","Thousand","18399.4"
"ASA03","Air and Sea Travel","2017","2017","-","All countries","2","Departures","Thousand","18448.8"
"ASA03","Air and Sea Travel","2017","2017","AE","United Arab Emirates","1","Arrivals","Thousand","363.5"
"ASA03","Air and Sea Travel","2017","2017","AE","United Arab Emirates","2","Departures","Thousand","363.5"
"ASA03","Air and Sea Travel","2017","2017","AT","Austria","1","Arrivals","Thousand","68.8"
"ASA03","Air and Sea Travel","2017","2017","AT","Austria","2","Departures","Thousand","68.6"
"ASA03","Air and Sea Travel","2017","2017","BE","Belgium","1","Arrivals","Thousand","253.3"
"ASA03","Air and Sea Travel","2017","2017","BE","Belgium","2","Departures","Thousand","251.1"
"ASA03","Air and Sea Travel","2017","2017","BG","Bulgaria","1","Arrivals","Thousand","48.3"
"ASA03","Air and Sea Travel","2017","2017","BG","Bulgaria","2","Departures","Thousand","48.1"
"ASA03","Air and Sea Travel","2017","2017","CA","Canada","1","Arrivals","Thousand","202.2"
"ASA03","Air and Sea Travel","2017","2017","CA","Canada","2","Departures","Thousand","211.4"
"ASA03","Air and Sea Travel","2017","2017","CH","Switzerland","1","Arrivals","Thousand","220.2"
"ASA03","Air and Sea Travel","2017","2017","CH","Switzerland","2","Departures","Thousand","224.5"
"ASA03","Air and Sea Travel","2017","2017","CY","Cyprus","1","Arrivals","Thousand","6.4"
"ASA03","Air and Sea Travel","2017","2017","CY","Cyprus","2","Departures","Thousand","6.2"
"ASA03","Air and Sea Travel","2017","2017","CZ","Czech Republic","1","Arrivals","Thousand","99.3"
"ASA03","Air and Sea Travel","2017","2017","CZ","Czech Republic","2","Departures","Thousand","101.7"
"ASA03","Air and Sea Travel","2017","2017","DE","Germany","1","Arrivals","Thousand","1062.3"
