"STATISTIC","STATISTIC Label","TLIST(A1)","Year","C03622V04362","Country","C02293V02763","Direction","UNIT","VALUE"
"ASA03","Air and Sea Travel","2017","2017","DE","Germany","2","Departures","Thousand","1069.7"
"ASA03","Air and Sea Travel","2017","2017","DK","Denmark","1","Arrivals","Thousand","146.4"
"ASA03","Air and Sea Travel","2017","2017","DK","Denmark","2","Departures","Thousand","145.3"
"ASA03","Air and Sea Travel","2017","2017","EE","Estonia","1","Arrivals","Thousand","10.9"
"ASA03","Air and Sea Travel","2017","2017","EE","Estonia","2","Departures","Thousand","11.3"
"ASA03","Air and Sea Travel","2017","2017","ES","Spain","1","Arrivals","Thousand","2077"
"ASA03","Air and Sea Travel","2017","2017","ES","Spain","2","Departures","Thousand","2077.1"
"ASA03","Air and Sea Travel","2017","2017","FI","Finland","1","Arrivals","Thousand","54.2"
"ASA03","Air and Sea Travel","2017","2017","FI","Finland","2","Departures","Thousand","56.6"
"ASA03","Air and Sea Travel","2017","2017","FR","France","1","Arrivals","Thousand","1117.2"
"ASA03","Air and Sea Travel","2017","2017","FR","France","2","Departures","Thousand","1122.6"
"ASA03","Air and Sea Travel","2017","2017","GB99","Other UK (1)","1","Arrivals","Thousand","34.2"
"ASA03","Air and Sea Travel","2017","2017","GB99","Other UK (1)","2","Departures","Thousand","34.2"
"ASA03","Air and Sea Travel","2017","2017","GR","Greece","1","Arrivals","Thousand","78.4"
"ASA03","Air and Sea Travel","2017","2017","GR","Greece","2","Departures","Thousand","78.3"
"ASA03","Air and Sea Travel","2017","2017","HR","Croatia","1","Arrivals","Thousand","67.1"
"ASA03","Air and Sea Travel","2017","2017","HR","Croatia","2","Departures","Thousand","65.8"
"ASA03","Air and Sea Travel","2017","2017","HU","Hungary","1","Arrivals","Thousand","119"
"ASA03","Air and Sea Travel","2017","2017","HU","Hungary","2","Departures","Thousand","116.5"
"ASA03","Air and Sea Travel","2017","2017","IS","Iceland","1","Arrivals","Thousand","68.9"
"ASA03","Air and Sea Travel","2017","2017","IS","Iceland","2","Departures","Thousand","67.3"
"ASA03","Air and Sea Travel","2017","2017","IT","Italy","1","Arrivals","Thousand","680.9"
"ASA03","Air and Sea Travel","2017","2017","IT","Italy","2","Departures","Thousand","682"
"ASA03","Air and Sea Travel","2017","2017","LT","Lithuania","1","Arrivals","Thousand","86.6"
"ASA03","Air and Sea Travel","2017","2017","LT","Lithuania","2","Departures","Thousand","88.6"
"ASA03","Air and Sea Travel","2017","2017","LU","Luxembourg","1","Arrivals","Thousand","18.4"
"ASA03","Air and Sea Travel","2017","2017","LU","Luxembourg","2","Departures","Thousand","18.9"
"ASA03","Air and Sea Travel","2017","2017","LV","Latvia","1","Arrivals","Thousand","57.1"
"ASA03","Air and Sea Travel","2017","2017","LV","Latvia","2","Departures","Thousand","58.5"
"ASA03","Air and Sea Travel","2017","2017","MT","Malta","1","Arrivals","Thousand","40.8"
"ASA03","Air and Sea Travel","2017","2017","MT","Malta","2","Departures","Thousand","41"
"ASA03","Air and Sea Travel","2017","2017","NL","Netherlands","1","Arrivals","Thousand","687.6"
"ASA03","Air and Sea Travel","2017","2017","NL","Netherlands","2","Departures","Thousand","687.1"
"ASA03","Air and Sea Travel","2017","2017","NO","Norway","1","Arrivals","Thousand","74.6"
"ASA03","Air and Sea Travel","2017","2017","NO","Norway","2","Departures","Thousand","74.4"
"ASA03","Air and Sea Travel","2017","2017","PL","Poland","1","Arrivals","Thousand","512.2"
"ASA03","Air and Sea Travel","2017","2017","PL","Poland","2","Departures","Thousand","511.1"
"ASA03","Air and Sea Travel","2017","2017","PT","Portugal","1","Arrivals","Thousand","544.4"
"ASA03","Air and Sea Travel","2017","2017","PT","Portugal","2","Departures","Thousand","547.5"
"ASA03","Air and Sea Travel","2017","2017","QA","Qatar","1","Arrivals","Thousand","31.4"
"ASA03","Air and Sea Travel","2017","2017","QA","Qatar","2","Departures","Thousand","30.4"
"ASA03","Air and Sea Travel","2017","2017","RO","Romania","1","Arrivals","Thousand","113.3"
"ASA03","Air and Sea Travel","2017","2017","RO","Romania","2","Departures","Thousand","110.5"
"ASA03","Air and Sea Travel","2017","2017","SE","Sweden","1","Arrivals","Thousand","75.6"
"ASA03","Air and Sea Travel","2017","2017","SE","Sweden","2","Departures","Thousand","75.6"
"ASA03","Air and Sea Travel","2017","2017","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2017","2017","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2017","2017","SK","Slovakia","1","Arrivals","Thousand","65.5"
"ASA03","Air and Sea Travel","2017","2017","SK","Slovakia","2","Departures","Thousand","66.3"
"ASA03","Air and Sea Travel","2017","2017","TR","Turkey","1","Arrivals","Thousand","96.3"
"ASA03","Air and Sea Travel","2017","2017","TR","Turkey","2","Departures","Thousand","100.8"
"ASA03","Air and Sea Travel","2017","2017","US","United States","1","Arrivals","Thousand","1628.1"
"ASA03","Air and Sea Travel","2017","2017","US","United States","2","Departures","Thousand","1652.4"
"ASA03","Air and Sea Travel","2017","2017","XB","Great Britain","1","Arrivals","Thousand","7527.7"
"ASA03","Air and Sea Travel","2017","2017","XB","Great Britain","2","Departures","Thousand","7525.1"
"ASA03","Air and Sea Travel","2017","2017","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","32.4"
"ASA03","Air and Sea Travel","2017","2017","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","28.7"
"ASA03","Air and Sea Travel","2017","2017","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","25.9"
"ASA03","Air and Sea Travel","2017","2017","ZZZ11","Other Countries(43)","2","Departures","Thousand","27.3"
"ASA03","Air and Sea Travel","2017","2017","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","2.6"
"ASA03","Air and Sea Travel","2017","2017","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","2.8"
"ASA03","Air and Sea Travel","2018","2018","-","All countries","1","Arrivals","Thousand","19395.9"
"ASA03","Air and Sea Travel","2018","2018","-","All countries","2","Departures","Thousand","19456.3"
"ASA03","Air and Sea Travel","2018","2018","AE","United Arab Emirates","1","Arrivals","Thousand","364"
"ASA03","Air and Sea Travel","2018","2018","AE","United Arab Emirates","2","Departures","Thousand","361.1"
"ASA03","Air and Sea Travel","2018","2018","AT","Austria","1","Arrivals","Thousand","84.9"
"ASA03","Air and Sea Travel","2018","2018","AT","Austria","2","Departures","Thousand","85.7"
"ASA03","Air and Sea Travel","2018","2018","BE","Belgium","1","Arrivals","Thousand","255.1"
"ASA03","Air and Sea Travel","2018","2018","BE","Belgium","2","Departures","Thousand","255.1"
"ASA03","Air and Sea Travel","2018","2018","BG","Bulgaria","1","Arrivals","Thousand","51.1"
"ASA03","Air and Sea Travel","2018","2018","BG","Bulgaria","2","Departures","Thousand","50.9"
"ASA03","Air and Sea Travel","2018","2018","CA","Canada","1","Arrivals","Thousand","236.4"
"ASA03","Air and Sea Travel","2018","2018","CA","Canada","2","Departures","Thousand","244.7"
"ASA03","Air and Sea Travel","2018","2018","CH","Switzerland","1","Arrivals","Thousand","242.4"
"ASA03","Air and Sea Travel","2018","2018","CH","Switzerland","2","Departures","Thousand","242.3"
"ASA03","Air and Sea Travel","2018","2018","CY","Cyprus","1","Arrivals","Thousand","18.7"
"ASA03","Air and Sea Travel","2018","2018","CY","Cyprus","2","Departures","Thousand","18.3"
"ASA03","Air and Sea Travel","2018","2018","CZ","Czech Republic","1","Arrivals","Thousand","103.1"
"ASA03","Air and Sea Travel","2018","2018","CZ","Czech Republic","2","Departures","Thousand","106.7"
"ASA03","Air and Sea Travel","2018","2018","DE","Germany","1","Arrivals","Thousand","1259.9"
"ASA03","Air and Sea Travel","2018","2018","DE","Germany","2","Departures","Thousand","1271"
"ASA03","Air and Sea Travel","2018","2018","DK","Denmark","1","Arrivals","Thousand","138.8"
"ASA03","Air and Sea Travel","2018","2018","DK","Denmark","2","Departures","Thousand","138.8"
"ASA03","Air and Sea Travel","2018","2018","EE","Estonia","1","Arrivals","Thousand","10.8"
"ASA03","Air and Sea Travel","2018","2018","EE","Estonia","2","Departures","Thousand","11.2"
"ASA03","Air and Sea Travel","2018","2018","ES","Spain","1","Arrivals","Thousand","2171.4"
"ASA03","Air and Sea Travel","2018","2018","ES","Spain","2","Departures","Thousand","2171.6"
"ASA03","Air and Sea Travel","2018","2018","FI","Finland","1","Arrivals","Thousand","60.9"
"ASA03","Air and Sea Travel","2018","2018","FI","Finland","2","Departures","Thousand","67.1"
"ASA03","Air and Sea Travel","2018","2018","FR","France","1","Arrivals","Thousand","1160.4"
"ASA03","Air and Sea Travel","2018","2018","FR","France","2","Departures","Thousand","1175"
"ASA03","Air and Sea Travel","2018","2018","GB99","Other UK (1)","1","Arrivals","Thousand","33.3"
"ASA03","Air and Sea Travel","2018","2018","GB99","Other UK (1)","2","Departures","Thousand","33.7"
"ASA03","Air and Sea Travel","2018","2018","GR","Greece","1","Arrivals","Thousand","83.8"
"ASA03","Air and Sea Travel","2018","2018","GR","Greece","2","Departures","Thousand","82.9"
"ASA03","Air and Sea Travel","2018","2018","HR","Croatia","1","Arrivals","Thousand","80.9"
"ASA03","Air and Sea Travel","2018","2018","HR","Croatia","2","Departures","Thousand","80.1"
"ASA03","Air and Sea Travel","2018","2018","HU","Hungary","1","Arrivals","Thousand","119"
"ASA03","Air and Sea Travel","2018","2018","HU","Hungary","2","Departures","Thousand","119.1"
"ASA03","Air and Sea Travel","2018","2018","IS","Iceland","1","Arrivals","Thousand","110.4"
"ASA03","Air and Sea Travel","2018","2018","IS","Iceland","2","Departures","Thousand","111.4"
"ASA03","Air and Sea Travel","2018","2018","IT","Italy","1","Arrivals","Thousand","737.2"
"ASA03","Air and Sea Travel","2018","2018","IT","Italy","2","Departures","Thousand","737.8"
"ASA03","Air and Sea Travel","2018","2018","LT","Lithuania","1","Arrivals","Thousand","86.6"
"ASA03","Air and Sea Travel","2018","2018","LT","Lithuania","2","Departures","Thousand","87.9"
"ASA03","Air and Sea Travel","2018","2018","LU","Luxembourg","1","Arrivals","Thousand","32"
"ASA03","Air and Sea Travel","2018","2018","LU","Luxembourg","2","Departures","Thousand","31.6"
"ASA03","Air and Sea Travel","2018","2018","LV","Latvia","1","Arrivals","Thousand","55.9"
"ASA03","Air and Sea Travel","2018","2018","LV","Latvia","2","Departures","Thousand","57"
"ASA03","Air and Sea Travel","2018","2018","MT","Malta","1","Arrivals","Thousand","40.2"
"ASA03","Air and Sea Travel","2018","2018","MT","Malta","2","Departures","Thousand","40.8"
"ASA03","Air and Sea Travel","2018","2018","NL","Netherlands","1","Arrivals","Thousand","737.9"
"ASA03","Air and Sea Travel","2018","2018","NL","Netherlands","2","Departures","Thousand","735"
"ASA03","Air and Sea Travel","2018","2018","NO","Norway","1","Arrivals","Thousand","72.9"
"ASA03","Air and Sea Travel","2018","2018","NO","Norway","2","Departures","Thousand","73.9"
"ASA03","Air and Sea Travel","2018","2018","PL","Poland","1","Arrivals","Thousand","487.9"
"ASA03","Air and Sea Travel","2018","2018","PL","Poland","2","Departures","Thousand","492.2"
"ASA03","Air and Sea Travel","2018","2018","PT","Portugal","1","Arrivals","Thousand","562.3"
"ASA03","Air and Sea Travel","2018","2018","PT","Portugal","2","Departures","Thousand","565"
"ASA03","Air and Sea Travel","2018","2018","QA","Qatar","1","Arrivals","Thousand","59.7"
"ASA03","Air and Sea Travel","2018","2018","QA","Qatar","2","Departures","Thousand","55.3"
"ASA03","Air and Sea Travel","2018","2018","RO","Romania","1","Arrivals","Thousand","116.7"
"ASA03","Air and Sea Travel","2018","2018","RO","Romania","2","Departures","Thousand","113"
"ASA03","Air and Sea Travel","2018","2018","SE","Sweden","1","Arrivals","Thousand","78.8"
"ASA03","Air and Sea Travel","2018","2018","SE","Sweden","2","Departures","Thousand","80.6"
"ASA03","Air and Sea Travel","2018","2018","SI","Slovenia","1","Arrivals","Thousand","0.1"
"ASA03","Air and Sea Travel","2018","2018","SI","Slovenia","2","Departures","Thousand","0.1"
"ASA03","Air and Sea Travel","2018","2018","SK","Slovakia","1","Arrivals","Thousand","65.4"
"ASA03","Air and Sea Travel","2018","2018","SK","Slovakia","2","Departures","Thousand","65.9"
"ASA03","Air and Sea Travel","2018","2018","TR","Turkey","1","Arrivals","Thousand","114.5"
"ASA03","Air and Sea Travel","2018","2018","TR","Turkey","2","Departures","Thousand","118.8"
"ASA03","Air and Sea Travel","2018","2018","US","United States","1","Arrivals","Thousand","1871.2"
"ASA03","Air and Sea Travel","2018","2018","US","United States","2","Departures","Thousand","1889.9"
"ASA03","Air and Sea Travel","2018","2018","XB","Great Britain","1","Arrivals","Thousand","7573.1"
"ASA03","Air and Sea Travel","2018","2018","XB","Great Britain","2","Departures","Thousand","7565.6"
"ASA03","Air and Sea Travel","2018","2018","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","41.1"
"ASA03","Air and Sea Travel","2018","2018","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","38.2"
"ASA03","Air and Sea Travel","2018","2018","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","74.5"
"ASA03","Air and Sea Travel","2018","2018","ZZZ11","Other Countries(43)","2","Departures","Thousand","78.9"
"ASA03","Air and Sea Travel","2018","2018","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","2.4"
"ASA03","Air and Sea Travel","2018","2018","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","2.3"
"ASA03","Air and Sea Travel","2019","2019","-","All countries","1","Arrivals","Thousand","20143.7"
"ASA03","Air and Sea Travel","2019","2019","-","All countries","2","Departures","Thousand","20205.3"
"ASA03","Air and Sea Travel","2019","2019","AE","United Arab Emirates","1","Arrivals","Thousand","330.9"
"ASA03","Air and Sea Travel","2019","2019","AE","United Arab Emirates","2","Departures","Thousand","327"
"ASA03","Air and Sea Travel","2019","2019","AT","Austria","1","Arrivals","Thousand","128.5"
"ASA03","Air and Sea Travel","2019","2019","AT","Austria","2","Departures","Thousand","129.4"
"ASA03","Air and Sea Travel","2019","2019","BE","Belgium","1","Arrivals","Thousand","252.1"
"ASA03","Air and Sea Travel","2019","2019","BE","Belgium","2","Departures","Thousand","250.9"
"ASA03","Air and Sea Travel","2019","2019","BG","Bulgaria","1","Arrivals","Thousand","55.7"
"ASA03","Air and Sea Travel","2019","2019","BG","Bulgaria","2","Departures","Thousand","55.4"
"ASA03","Air and Sea Travel","2019","2019","CA","Canada","1","Arrivals","Thousand","259.4"
"ASA03","Air and Sea Travel","2019","2019","CA","Canada","2","Departures","Thousand","266.7"
"ASA03","Air and Sea Travel","2019","2019","CH","Switzerland","1","Arrivals","Thousand","251.2"
"ASA03","Air and Sea Travel","2019","2019","CH","Switzerland","2","Departures","Thousand","252.3"
"ASA03","Air and Sea Travel","2019","2019","CY","Cyprus","1","Arrivals","Thousand","18.1"
"ASA03","Air and Sea Travel","2019","2019","CY","Cyprus","2","Departures","Thousand","18"
"ASA03","Air and Sea Travel","2019","2019","CZ","Czech Republic","1","Arrivals","Thousand","104.5"
"ASA03","Air and Sea Travel","2019","2019","CZ","Czech Republic","2","Departures","Thousand","107"
"ASA03","Air and Sea Travel","2019","2019","DE","Germany","1","Arrivals","Thousand","1256.3"
"ASA03","Air and Sea Travel","2019","2019","DE","Germany","2","Departures","Thousand","1261"
"ASA03","Air and Sea Travel","2019","2019","DK","Denmark","1","Arrivals","Thousand","136.6"
"ASA03","Air and Sea Travel","2019","2019","DK","Denmark","2","Departures","Thousand","137.4"
"ASA03","Air and Sea Travel","2019","2019","EE","Estonia","1","Arrivals","Thousand","10.4"
"ASA03","Air and Sea Travel","2019","2019","EE","Estonia","2","Departures","Thousand","10.6"
"ASA03","Air and Sea Travel","2019","2019","ES","Spain","1","Arrivals","Thousand","2335.5"
"ASA03","Air and Sea Travel","2019","2019","ES","Spain","2","Departures","Thousand","2334.5"
"ASA03","Air and Sea Travel","2019","2019","FI","Finland","1","Arrivals","Thousand","57"
"ASA03","Air and Sea Travel","2019","2019","FI","Finland","2","Departures","Thousand","61.8"
"ASA03","Air and Sea Travel","2019","2019","FR","France","1","Arrivals","Thousand","1210.3"
"ASA03","Air and Sea Travel","2019","2019","FR","France","2","Departures","Thousand","1221.4"
"ASA03","Air and Sea Travel","2019","2019","GB99","Other UK (1)","1","Arrivals","Thousand","32.4"
"ASA03","Air and Sea Travel","2019","2019","GB99","Other UK (1)","2","Departures","Thousand","33.1"
"ASA03","Air and Sea Travel","2019","2019","GR","Greece","1","Arrivals","Thousand","105.2"
"ASA03","Air and Sea Travel","2019","2019","GR","Greece","2","Departures","Thousand","105.3"
"ASA03","Air and Sea Travel","2019","2019","HR","Croatia","1","Arrivals","Thousand","119.2"
"ASA03","Air and Sea Travel","2019","2019","HR","Croatia","2","Departures","Thousand","116.3"
"ASA03","Air and Sea Travel","2019","2019","HU","Hungary","1","Arrivals","Thousand","143.3"
"ASA03","Air and Sea Travel","2019","2019","HU","Hungary","2","Departures","Thousand","142.5"
"ASA03","Air and Sea Travel","2019","2019","IS","Iceland","1","Arrivals","Thousand","73.2"
"ASA03","Air and Sea Travel","2019","2019","IS","Iceland","2","Departures","Thousand","73.6"
"ASA03","Air and Sea Travel","2019","2019","IT","Italy","1","Arrivals","Thousand","806.1"
"ASA03","Air and Sea Travel","2019","2019","IT","Italy","2","Departures","Thousand","804.8"
"ASA03","Air and Sea Travel","2019","2019","LT","Lithuania","1","Arrivals","Thousand","86.6"
"ASA03","Air and Sea Travel","2019","2019","LT","Lithuania","2","Departures","Thousand","88"
"ASA03","Air and Sea Travel","2019","2019","LU","Luxembourg","1","Arrivals","Thousand","45.9"
"ASA03","Air and Sea Travel","2019","2019","LU","Luxembourg","2","Departures","Thousand","45.7"
"ASA03","Air and Sea Travel","2019","2019","LV","Latvia","1","Arrivals","Thousand","73.7"
"ASA03","Air and Sea Travel","2019","2019","LV","Latvia","2","Departures","Thousand","77.4"
"ASA03","Air and Sea Travel","2019","2019","MT","Malta","1","Arrivals","Thousand","53.3"
"ASA03","Air and Sea Travel","2019","2019","MT","Malta","2","Departures","Thousand","53.6"
"ASA03","Air and Sea Travel","2019","2019","NL","Netherlands","1","Arrivals","Thousand","741.5"
"ASA03","Air and Sea Travel","2019","2019","NL","Netherlands","2","Departures","Thousand","743.8"
"ASA03","Air and Sea Travel","2019","2019","NO","Norway","1","Arrivals","Thousand","69.2"
"ASA03","Air and Sea Travel","2019","2019","NO","Norway","2","Departures","Thousand","69.7"
"ASA03","Air and Sea Travel","2019","2019","PL","Poland","1","Arrivals","Thousand","512.1"
"ASA03","Air and Sea Travel","2019","2019","PL","Poland","2","Departures","Thousand","516"
"ASA03","Air and Sea Travel","2019","2019","PT","Portugal","1","Arrivals","Thousand","682.5"
"ASA03","Air and Sea Travel","2019","2019","PT","Portugal","2","Departures","Thousand","686.8"
"ASA03","Air and Sea Travel","2019","2019","QA","Qatar","1","Arrivals","Thousand","77.7"
"ASA03","Air and Sea Travel","2019","2019","QA","Qatar","2","Departures","Thousand","69.5"
"ASA03","Air and Sea Travel","2019","2019","RO","Romania","1","Arrivals","Thousand","120.3"
"ASA03","Air and Sea Travel","2019","2019","RO","Romania","2","Departures","Thousand","117.6"
"ASA03","Air and Sea Travel","2019","2019","SE","Sweden","1","Arrivals","Thousand","85.3"
"ASA03","Air and Sea Travel","2019","2019","SE","Sweden","2","Departures","Thousand","87.8"
"ASA03","Air and Sea Travel","2019","2019","SI","Slovenia","1","Arrivals","Thousand","0.2"
"ASA03","Air and Sea Travel","2019","2019","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2019","2019","SK","Slovakia","1","Arrivals","Thousand","63.7"
"ASA03","Air and Sea Travel","2019","2019","SK","Slovakia","2","Departures","Thousand","63.4"
"ASA03","Air and Sea Travel","2019","2019","TR","Turkey","1","Arrivals","Thousand","138.3"
"ASA03","Air and Sea Travel","2019","2019","TR","Turkey","2","Departures","Thousand","138.9"
"ASA03","Air and Sea Travel","2019","2019","US","United States","1","Arrivals","Thousand","1891.7"
"ASA03","Air and Sea Travel","2019","2019","US","United States","2","Departures","Thousand","1913.3"
"ASA03","Air and Sea Travel","2019","2019","XB","Great Britain","1","Arrivals","Thousand","7627.7"
"ASA03","Air and Sea Travel","2019","2019","XB","Great Britain","2","Departures","Thousand","7637.4"
"ASA03","Air and Sea Travel","2019","2019","ZZEUBQAC","Other Europe (33)","1","Arrivals","Thousand","85.8"
"ASA03","Air and Sea Travel","2019","2019","ZZEUBQAC","Other Europe (33)","2","Departures","Thousand","83.9"
"ASA03","Air and Sea Travel","2019","2019","ZZZ11","Other Countries(43)","1","Arrivals","Thousand","98.2"
"ASA03","Air and Sea Travel","2019","2019","ZZZ11","Other Countries(43)","2","Departures","Thousand","99"
"ASA03","Air and Sea Travel","2019","2019","ZZZ13","Other transatlantic countries(2)","1","Arrivals","Thousand","4.4"
"ASA03","Air and Sea Travel","2019","2019","ZZZ13","Other transatlantic countries(2)","2","Departures","Thousand","4.7"
"ASA03","Air and Sea Travel","2020","2020","-","All countries","1","Arrivals","Thousand","4460.2"
"ASA03","Air and Sea Travel","2020","2020","-","All countries","2","Departures","Thousand","4452.6"
"ASA03","Air and Sea Travel","2020","2020","AE","United Arab Emirates","1","Arrivals","Thousand","90.6"
"ASA03","Air and Sea Travel","2020","2020","AE","United Arab Emirates","2","Departures","Thousand","81.7"
"ASA03","Air and Sea Travel","2020","2020","AT","Austria","1","Arrivals","Thousand","34.7"
"ASA03","Air and Sea Travel","2020","2020","AT","Austria","2","Departures","Thousand","33.9"
"ASA03","Air and Sea Travel","2020","2020","BE","Belgium","1","Arrivals","Thousand","59.8"
"ASA03","Air and Sea Travel","2020","2020","BE","Belgium","2","Departures","Thousand","60.1"
"ASA03","Air and Sea Travel","2020","2020","BG","Bulgaria","1","Arrivals","Thousand","16.4"
"ASA03","Air and Sea Travel","2020","2020","BG","Bulgaria","2","Departures","Thousand","15.5"
"ASA03","Air and Sea Travel","2020","2020","CA","Canada","1","Arrivals","Thousand","26.7"
"ASA03","Air and Sea Travel","2020","2020","CA","Canada","2","Departures","Thousand","27.3"
"ASA03","Air and Sea Travel","2020","2020","CH","Switzerland","1","Arrivals","Thousand","54.1"
"ASA03","Air and Sea Travel","2020","2020","CH","Switzerland","2","Departures","Thousand","54.6"
"ASA03","Air and Sea Travel","2020","2020","CY","Cyprus","1","Arrivals","Thousand","5.5"
"ASA03","Air and Sea Travel","2020","2020","CY","Cyprus","2","Departures","Thousand","5.1"
"ASA03","Air and Sea Travel","2020","2020","CZ","Czech Republic","1","Arrivals","Thousand","23.7"
"ASA03","Air and Sea Travel","2020","2020","CZ","Czech Republic","2","Departures","Thousand","22.9"
"ASA03","Air and Sea Travel","2020","2020","DE","Germany","1","Arrivals","Thousand","248.7"
"ASA03","Air and Sea Travel","2020","2020","DE","Germany","2","Departures","Thousand","251.1"
"ASA03","Air and Sea Travel","2020","2020","DK","Denmark","1","Arrivals","Thousand","29.8"
"ASA03","Air and Sea Travel","2020","2020","DK","Denmark","2","Departures","Thousand","31"
"ASA03","Air and Sea Travel","2020","2020","EE","Estonia","1","Arrivals","Thousand","1.8"
"ASA03","Air and Sea Travel","2020","2020","EE","Estonia","2","Departures","Thousand","2.4"
"ASA03","Air and Sea Travel","2020","2020","ES","Spain","1","Arrivals","Thousand","412.6"
"ASA03","Air and Sea Travel","2020","2020","ES","Spain","2","Departures","Thousand","392.7"
"ASA03","Air and Sea Travel","2020","2020","FI","Finland","1","Arrivals","Thousand","9.4"
"ASA03","Air and Sea Travel","2020","2020","FI","Finland","2","Departures","Thousand","9.5"
"ASA03","Air and Sea Travel","2020","2020","FR","France","1","Arrivals","Thousand","238.4"
"ASA03","Air and Sea Travel","2020","2020","FR","France","2","Departures","Thousand","241.7"
"ASA03","Air and Sea Travel","2020","2020","GB99","Other UK (1)","1","Arrivals","Thousand","3.6"
"ASA03","Air and Sea Travel","2020","2020","GB99","Other UK (1)","2","Departures","Thousand","3.9"
"ASA03","Air and Sea Travel","2020","2020","GR","Greece","1","Arrivals","Thousand","36.3"
"ASA03","Air and Sea Travel","2020","2020","GR","Greece","2","Departures","Thousand","35.5"
"ASA03","Air and Sea Travel","2020","2020","HR","Croatia","1","Arrivals","Thousand","9.9"
"ASA03","Air and Sea Travel","2020","2020","HR","Croatia","2","Departures","Thousand","10.1"
"ASA03","Air and Sea Travel","2020","2020","HU","Hungary","1","Arrivals","Thousand","43.8"
"ASA03","Air and Sea Travel","2020","2020","HU","Hungary","2","Departures","Thousand","41.2"
"ASA03","Air and Sea Travel","2020","2020","IS","Iceland","1","Arrivals","Thousand","9.7"
"ASA03","Air and Sea Travel","2020","2020","IS","Iceland","2","Departures","Thousand","9.9"
"ASA03","Air and Sea Travel","2020","2020","IT","Italy","1","Arrivals","Thousand","163.9"
"ASA03","Air and Sea Travel","2020","2020","IT","Italy","2","Departures","Thousand","159.9"
"ASA03","Air and Sea Travel","2020","2020","LT","Lithuania","1","Arrivals","Thousand","40.7"
"ASA03","Air and Sea Travel","2020","2020","LT","Lithuania","2","Departures","Thousand","39.9"
"ASA03","Air and Sea Travel","2020","2020","LU","Luxembourg","1","Arrivals","Thousand","8.9"
"ASA03","Air and Sea Travel","2020","2020","LU","Luxembourg","2","Departures","Thousand","8.8"
"ASA03","Air and Sea Travel","2020","2020","LV","Latvia","1","Arrivals","Thousand","29.5"
"ASA03","Air and Sea Travel","2020","2020","LV","Latvia","2","Departures","Thousand","30.5"
"ASA03","Air and Sea Travel","2020","2020","MT","Malta","1","Arrivals","Thousand","15.5"
"ASA03","Air and Sea Travel","2020","2020","MT","Malta","2","Departures","Thousand","15.7"
"ASA03","Air and Sea Travel","2020","2020","NL","Netherlands","1","Arrivals","Thousand","216.2"
"ASA03","Air and Sea Travel","2020","2020","NL","Netherlands","2","Departures","Thousand","216.6"
"ASA03","Air and Sea Travel","2020","2020","NO","Norway","1","Arrivals","Thousand","9.9"
"ASA03","Air and Sea Travel","2020","2020","NO","Norway","2","Departures","Thousand","10.5"
"ASA03","Air and Sea Travel","2020","2020","PL","Poland","1","Arrivals","Thousand","207.4"
"ASA03","Air and Sea Travel","2020","2020","PL","Poland","2","Departures","Thousand","207.1"
"ASA03","Air and Sea Travel","2020","2020","PT","Portugal","1","Arrivals","Thousand","121.1"
"ASA03","Air and Sea Travel","2020","2020","PT","Portugal","2","Departures","Thousand","115.9"
"ASA03","Air and Sea Travel","2020","2020","QA","Qatar","1","Arrivals","Thousand","26.9"
"ASA03","Air and Sea Travel","2020","2020","QA","Qatar","2","Departures","Thousand","18.5"
"ASA03","Air and Sea Travel","2020","2020","RO","Romania","1","Arrivals","Thousand","53.7"
"ASA03","Air and Sea Travel","2020","2020","RO","Romania","2","Departures","Thousand","55"
"ASA03","Air and Sea Travel","2020","2020","SE","Sweden","1","Arrivals","Thousand","17.9"
"ASA03","Air and Sea Travel","2020","2020","SE","Sweden","2","Departures","Thousand","19.2"
"ASA03","Air and Sea Travel","2020","2020","SI","Slovenia","1","Arrivals","Thousand","0"
"ASA03","Air and Sea Travel","2020","2020","SI","Slovenia","2","Departures","Thousand","0"
"ASA03","Air and Sea Travel","2020","2020","SK","Slovakia","1","Arrivals","Thousand","18.7"
"ASA03","Air and Sea Travel","2020","2020","SK","Slovakia","2","Departures","Thousand","18.1"
"ASA03","Air and Sea Travel","2020","2020","TR","Turkey","1","Arrivals","Thousand","44.2"
"ASA03","Air and Sea Travel","2020","2020","TR","Turkey","2","Departures","Thousand","43.4"
"ASA03","Air and Sea Travel","2020","2020","US","United States","1","Arrivals","Thousand","280.2"
